order_number,order_line_number,external_order_id,order_date,order_type,order_status,channel,source_system,customer_id,customer_name,customer_po_number,customer_email,customer_phone,sku,item_number,product_name,product_category,subcategory,brand,unit_of_measure,quantity_ordered,quantity_allocated,quantity_shipped,quantity_backordered,unit_price,extended_price,discount_percent,discount_amount,tax_rate,tax_amount,freight_amount,order_total,currency,payment_terms,payment_method,payment_status,invoice_number,invoice_date,warehouse_id,warehouse_location_code,zone,aisle,rack,shelf,bin,ship_to_name,ship_to_address1,ship_to_address2,ship_to_city,ship_to_state,ship_to_postal_code,ship_to_country,carrier,service_level,tracking_number,requested_ship_date,actual_ship_date,created_by,created_timestamp,last_modified_timestamp
SO-2025-002090,1,EXT-WHO-72596302,2025-02-07,Sales Order,Shipped,Wholesale,EDI,CUST-000862,Mary Thomas,,mary.thomas862@examplecustomer.com,(655) 878-5331,ROU-OMN-R209-PRO-0725,ITM-000725,OmniLink R209-PRO Mesh Router,Router,Mesh Router,OmniLink,EA,1,1,1,0,667.16,667.16,0.00,0.00,7.5000,50.04,49.99,767.19,USD,Net 45,ACH,Pending,INV-2025-002090,2025-02-08,WH-MIA-01,Z04-A29-R083-S02-B03,Z04,A29,R083,S02,B03,Mary Thomas,6774 Coral Ave,,Miami,FL,33132,USA,FedEx,Priority,FE39686760899,2025-02-08,2025-02-13,system,2025-02-07 20:45:00,2025-02-08 21:06:00
SO-2025-002091,1,EXT-E-C-84065079,2025-02-04,Sales Order,Shipped,E-commerce,Amazon,CUST-000016,Thomas Jackson,PO-494177,thomas.jackson16@examplecustomer.com,(919) 744-1909,KEY-OMN-G588-MAX-0972,ITM-000972,OmniLink G588-MAX Gaming Keyboard,Keyboard,Gaming Keyboard,OmniLink,EA,1,1,1,0,119.51,119.51,10.00,11.95,7.5000,8.07,9.99,125.62,USD,Net 45,Mastercard,Refunded,INV-2025-002091,2025-02-04,WH-MIA-01,Z10-A24-R005-S06-B04,Z10,A24,R005,S06,B04,Thomas Jackson,7226 Weston Ave,,Charlotte,NC,28257,USA,UPS,Overnight,UP70935253956,2025-02-08,2025-02-09,kpatel,2025-02-04 11:46:00,2025-02-04 11:33:00
SO-2025-002092,1,EXT-MAR-83967439,2025-07-15,Sales Order,Packed,Marketplace,Shopify,CUST-000786,Andrew Miller,PO-352684,andrew.miller786@examplecustomer.com,(610) 208-3126,MOU-ZEN-G600-WH-0458,ITM-000458,Zenith Digital G600-WH Ergonomic Mouse,Mouse,Ergonomic Mouse,Zenith Digital,EA,10,10,0,0,90.94,909.40,15.00,136.41,7.0000,54.11,0.00,827.10,USD,Net 45,Mastercard,Pending,INV-2025-002092,2025-07-16,WH-MIA-01,Z10-A16-R080-S01-B03,Z10,A16,R080,S01,B03,Andrew Miller,114 Biscayne Dr,,Atlanta,GA,30358,USA,DHL,Standard Freight,DH87394338605,2025-07-18,2025-07-17,edi_user,2025-07-15 08:13:00,2025-07-15 08:28:00
SO-2025-002093,1,EXT-E-C-59647369,2025-03-22,Sales Order,Shipped,E-commerce,EDI,CUST-001042,Linda Torres,,linda.torres1042@examplecustomer.com,(790) 826-8094,CAB-VOL-N312-BK-0953,ITM-000953,VoltEdge N312-BK Power Cable,Cable,Power Cable,VoltEdge,EA,24,24,24,0,48.59,1166.16,0.00,0.00,8.2500,96.21,19.99,1282.36,USD,Net 45,Net Terms,Invoiced,INV-2025-002093,2025-03-22,WH-MIA-01,Z13-A02-R058-S05-B03,Z13,A02,R058,S05,B03,Linda Torres,2453 Highland Ter,,Atlanta,GA,30388,USA,FedEx,Standard Freight,FE97467929228,2025-03-23,2025-03-23,edi_user,2025-03-22 08:16:00,2025-03-23 04:03:00
SO-2025-002094,1,EXT-MAR-81791067,2025-02-09,Sales Order,Shipped,Marketplace,Amazon,CUST-000811,Jessica Mitchell,,jessica.mitchell811@examplecustomer.com,(972) 303-3321,STO-APE-P210-PLUS-0660,ITM-000660,ApexTech P210-PLUS External SSD,Storage,External SSD,ApexTech,EA,4,4,4,0,277.97,1111.88,0.00,0.00,6.0000,66.71,9.99,1188.58,USD,Credit Card,PayPal,Refunded,INV-2025-002094,2025-02-12,WH-MIA-01,Z16-A12-R019-S06-B05,Z16,A12,R019,S06,B05,Jessica Mitchell,6483 Flagler Dr,,Denver,CO,80257,USA,UPS,Ground,UP20810791535,2025-02-11,2025-02-15,shopify_api,2025-02-09 11:23:00,2025-02-11 10:00:00
SO-2025-002095,1,EXT-WHO-46621088,2025-02-10,Sales Order,New,Wholesale,EDI,CUST-000989,Ana Lewis,PO-901151,ana.lewis989@examplecustomer.com,(691) 851-5130,KEY-VOL-A813-SL-0050,ITM-000050,VoltEdge A813-SL Gaming Keyboard,Keyboard,Gaming Keyboard,VoltEdge,EA,12,2,0,0,69.00,828.00,10.00,82.80,8.7500,65.20,0.00,810.40,USD,Net 45,Visa,Refunded,,,WH-MIA-01,Z06-A21-R003-S04-B05,Z06,A21,R003,S04,B05,Ana Lewis,2174 Highland Way,,Nashville,TN,37217,USA,UPS,Ground,,2025-02-15,,system,2025-02-10 18:32:00,2025-02-15 14:17:00
SO-2025-002096,1,EXT-MAR-95542138,2025-10-11,Sales Order,Packed,Marketplace,ERP,CUST-000797,Rosa Jackson,PO-121360,rosa.jackson797@examplecustomer.com,(944) 971-6392,ROU-PIX-N166-PRO-0729,ITM-000729,PixelPro N166-PRO VPN Router,Router,VPN Router,PixelPro,EA,100,100,0,0,595.61,59561.00,10.00,5956.10,8.7500,4690.43,7.99,58303.32,USD,ACH Prepaid,ACH,Authorized,INV-2025-002096,2025-10-11,WH-MIA-01,Z09-A12-R084-S04-B03,Z09,A12,R084,S04,B03,Rosa Jackson,4035 Riverside Dr,,Houston,TX,77089,USA,USPS,Overnight,US10871814881,2025-10-15,2025-10-14,kpatel,2025-10-11 22:42:00,2025-10-21 01:31:00
SO-2025-002097,1,EXT-B2B-29851677,2025-12-07,Sales Order,New,B2B,ERP,CUST-001191,Brian Thompson,,brian.thompson1191@examplecustomer.com,(821) 425-7788,AUD-PIX-G562-WH-0954,ITM-000954,PixelPro G562-WH Conference Speaker,Audio,Conference Speaker,PixelPro,EA,2,1,0,0,995.41,1990.82,5.00,99.54,0.0000,0.00,99.99,1991.27,USD,Net 30,Amex,Authorized,,,WH-MIA-01,Z09-A01-R088-S08-B02,Z09,A01,R088,S08,B02,Brian Thompson,795 Highland Blvd,,New York,NY,10083,USA,XPO,Economy,,2025-12-08,,kpatel,2025-12-07 07:31:00,2025-12-07 03:46:00
SO-2025-002098,1,EXT-RET-38811637,2025-07-12,Sales Order,Delivered,Retail Store,Manual Entry,CUST-001095,Ashley Thompson,,ashley.thompson1095@examplecustomer.com,(911) 712-2613,TV-OMN-X479-SL-0787,ITM-000787,OmniLink X479-SL LED TV,TV,LED TV,OmniLink,EA,24,24,24,0,1768.87,42452.88,0.00,0.00,8.7500,3714.63,19.99,46187.50,USD,Net 45,Wire,Invoiced,INV-2025-002098,2025-07-13,WH-MIA-01,Z02-A09-R065-S01-B01,Z02,A09,R065,S01,B01,Ashley Thompson,7095 Flagler Ct,,Jacksonville,FL,32245,USA,FedEx,2-Day,FE21952885285,2025-07-17,2025-07-13,jmartinez,2025-07-12 00:03:00,2025-07-14 07:54:00
SO-2025-002099,1,EXT-B2B-62868065,2025-09-21,Sales Order,Delivered,B2B,Amazon,CUST-000374,Sandra Smith,PO-982031,sandra.smith374@examplecustomer.com,(616) 545-9904,ACC-BRI-X489-WH-0422,ITM-000422,BrightView X489-WH Laptop Stand,Accessory,Laptop Stand,BrightView,EA,2,2,2,0,186.09,372.18,20.00,74.44,0.0000,0.00,99.99,397.73,USD,Net 30,Amex,Refunded,INV-2025-002099,2025-09-23,WH-MIA-01,Z01-A36-R070-S04-B01,Z01,A36,R070,S04,B01,Sandra Smith,4960 Flagler Ct,,Los Angeles,CA,90002,USA,XPO,Standard Freight,XP99822114743,2025-09-22,2025-09-26,jmartinez,2025-09-21 03:38:00,2025-09-28 20:13:00
SO-2025-002100,1,EXT-RET-46082582,2025-11-07,Sales Order,Shipped,Retail Store,ERP,CUST-000642,Donald Campbell,PO-341615,donald.campbell642@examplecustomer.com,(335) 565-4947,ACC-QUA-R485-WH-0371,ITM-000371,QuantumGear R485-WH USB Hub,Accessory,USB Hub,QuantumGear,EA,12,12,12,0,440.71,5288.52,5.00,264.43,7.0000,351.69,12.99,5388.77,USD,Net 45,Net Terms,Authorized,INV-2025-002100,2025-11-07,WH-MIA-01,Z12-A16-R090-S07-B01,Z12,A16,R090,S07,B01,Donald Campbell,3017 Madison Way,,San Diego,CA,92191,USA,UPS,2-Day,UP24888585422,2025-11-08,2025-11-12,kpatel,2025-11-07 17:33:00,2025-11-11 18:48:00
SO-2025-002101,1,EXT-RET-41939183,2025-06-17,Sales Order,Allocated,Retail Store,EDI,CUST-000467,Jessica Johnson,PO-192143,jessica.johnson467@examplecustomer.com,(541) 412-5061,ROU-PIX-N166-PRO-0729,ITM-000729,PixelPro N166-PRO VPN Router,Router,VPN Router,PixelPro,EA,5,5,0,0,595.61,2978.05,10.00,297.80,0.0000,0.00,19.99,2700.24,USD,Net 45,Wire,Invoiced,INV-2025-002101,2025-06-20,WH-MIA-01,Z09-A12-R084-S04-B03,Z09,A12,R084,S04,B03,Jessica Johnson,3155 Palm Rd,,Fort Lauderdale,FL,33301,USA,FedEx,Ground,,2025-06-18,,jmartinez,2025-06-17 20:43:00,2025-06-26 07:22:00
SO-2025-002102,1,EXT-WHO-39134244,2025-02-23,Sales Order,Allocated,Wholesale,Shopify,CUST-000137,Sandra Hernandez,,sandra.hernandez137@examplecustomer.com,(347) 515-8719,TV-NOV-R340-PRO-0299,ITM-000299,NovaVision R340-PRO LED TV,TV,LED TV,NovaVision,EA,5,5,0,0,1518.08,7590.40,0.00,0.00,0.0000,0.00,12.99,7603.39,USD,Net 15,Wire,Refunded,INV-2025-002102,2025-02-23,WH-MIA-01,Z07-A16-R089-S08-B01,Z07,A16,R089,S08,B01,Sandra Hernandez,909 Maple Ter,,Charlotte,NC,28300,USA,DHL,Overnight,,2025-02-28,,shopify_api,2025-02-23 06:21:00,2025-03-02 22:13:00
SO-2025-002103,1,EXT-MAR-34425478,2025-07-08,Sales Order,Shipped,Marketplace,Manual Entry,CUST-001182,Kevin Roberts,PO-950254,kevin.roberts1182@examplecustomer.com,(589) 961-4203,KEY-TER-R692-MAX-0156,ITM-000156,TerraWave R692-MAX Gaming Keyboard,Keyboard,Gaming Keyboard,TerraWave,EA,4,4,4,0,113.03,452.12,20.00,90.42,8.7500,31.65,19.99,413.34,USD,Credit Card,Amex,Refunded,INV-2025-002103,2025-07-09,WH-MIA-01,Z08-A33-R029-S06-B05,Z08,A33,R029,S06,B05,Kevin Roberts,9409 Miramar Ct,,Atlanta,GA,30361,USA,XPO,Ground,XP85601718237,2025-07-09,2025-07-13,mchen,2025-07-08 21:56:00,2025-07-14 03:19:00
SO-2025-002104,1,EXT-E-C-38269983,2025-10-04,Sales Order,Cancelled,E-commerce,ERP,CUST-000949,Edward Young,PO-449768,edward.young949@examplecustomer.com,(513) 228-8329,ACC-BRI-P533-MAX-0975,ITM-000975,BrightView P533-MAX Webcam,Accessory,Webcam,BrightView,EA,1,0,0,0,265.87,265.87,20.00,53.17,8.7500,18.61,7.99,239.30,USD,COD,Mastercard,Voided,,,WH-MIA-01,Z17-A04-R096-S03-B03,Z17,A04,R096,S03,B03,Edward Young,5964 Coral Way,,Charlotte,NC,28238,USA,UPS,Economy,,2025-10-07,,jmartinez,2025-10-04 01:23:00,2025-10-13 02:25:00
SO-2025-002105,1,EXT-E-C-22049954,2025-05-18,Sales Order,Delivered,E-commerce,Amazon,CUST-000684,Andrew Nguyen,,andrew.nguyen684@examplecustomer.com,(638) 488-4903,MOU-BRI-A739-WH-0655,ITM-000655,BrightView A739-WH Wireless Mouse,Mouse,Wireless Mouse,BrightView,EA,2,2,2,0,53.50,107.00,0.00,0.00,8.2500,8.83,12.99,128.82,USD,COD,ACH,Paid,INV-2025-002105,2025-05-19,WH-MIA-01,Z13-A40-R034-S08-B02,Z13,A40,R034,S08,B02,Andrew Nguyen,7085 Coral Rd,,Phoenix,AZ,85061,USA,UPS,Ground,UP10049931330,2025-05-22,2025-05-22,kpatel,2025-05-18 16:18:00,2025-05-19 10:55:00
SO-2025-002106,1,EXT-B2B-90570118,2025-08-24,Sales Order,Allocated,B2B,Amazon,CUST-000821,Matthew Wright,PO-750897,matthew.wright821@examplecustomer.com,(226) 700-8422,KEY-SIG-N621-PLUS-0182,ITM-000182,SignalMax N621-PLUS Ergonomic Keyboard,Keyboard,Ergonomic Keyboard,SignalMax,EA,2,2,0,0,150.91,301.82,0.00,0.00,7.5000,22.64,19.99,344.45,USD,Net 15,ACH,Pending,INV-2025-002106,2025-08-25,WH-MIA-01,Z07-A28-R022-S07-B03,Z07,A28,R022,S07,B03,Matthew Wright,4713 Pine Ct,,Denver,CO,80238,USA,Old Dominion,Economy,,2025-08-28,,edi_user,2025-08-24 12:46:00,2025-08-26 18:47:00
SO-2025-002107,1,EXT-MAR-91398128,2025-12-02,Sales Order,Shipped,Marketplace,EDI,CUST-000728,George Gonzalez,PO-418130,george.gonzalez728@examplecustomer.com,(883) 272-5143,ROU-ZEN-R867-PRO-0919,ITM-000919,Zenith Digital R867-PRO 5G Router,Router,5G Router,Zenith Digital,EA,100,100,100,0,609.70,60970.00,5.00,3048.50,0.0000,0.00,9.99,57931.49,USD,Net 30,Mastercard,Pending,INV-2025-002107,2025-12-02,WH-MIA-01,Z01-A14-R039-S02-B03,Z01,A14,R039,S02,B03,George Gonzalez,7281 Maple Dr,,Austin,TX,78763,USA,UPS,2-Day,UP80076882281,2025-12-03,2025-12-04,kpatel,2025-12-02 22:49:00,2025-12-07 15:59:00
SO-2025-002108,1,EXT-MAR-49616363,2025-01-02,Sales Order,Allocated,Marketplace,ERP,CUST-000205,Barbara Scott,,barbara.scott205@examplecustomer.com,(282) 750-7052,ACC-BRI-N682-PRO-0176,ITM-000176,BrightView N682-PRO USB Hub,Accessory,USB Hub,BrightView,EA,100,100,0,0,260.19,26019.00,15.00,3902.85,0.0000,0.00,99.99,22216.14,USD,Credit Card,Mastercard,Invoiced,INV-2025-002108,2025-01-04,WH-MIA-01,Z07-A32-R053-S02-B03,Z07,A32,R053,S02,B03,Barbara Scott,9661 Lincoln Dr,,New York,NY,10013,USA,Old Dominion,Priority,,2025-01-04,,mchen,2025-01-02 11:17:00,2025-01-11 03:39:00
SO-2025-002109,1,EXT-B2B-61928773,2025-01-28,Sales Order,Cancelled,B2B,Amazon,CUST-001062,Sofia Lee,,sofia.lee1062@examplecustomer.com,(317) 722-7709,ROU-SIG-N196-PLUS-0561,ITM-000561,SignalMax N196-PLUS Mesh Router,Router,Mesh Router,SignalMax,EA,2,0,0,0,513.13,1026.26,15.00,153.94,7.5000,65.42,49.99,987.73,USD,Net 15,Visa,Voided,,,WH-MIA-01,Z10-A29-R053-S06-B01,Z10,A29,R053,S06,B01,Sofia Lee,7585 Lakeview St,,Nashville,TN,37290,USA,Old Dominion,Overnight,,2025-01-30,,kpatel,2025-01-28 15:38:00,2025-02-03 07:13:00
SO-2025-002110,1,EXT-WHO-99464176,2025-08-18,Sales Order,Shipped,Wholesale,Amazon,CUST-000702,Kenneth Campbell,PO-770021,kenneth.campbell702@examplecustomer.com,(421) 489-5183,MOU-ZEN-P800-BK-0765,ITM-000765,Zenith Digital P800-BK Trackball Mouse,Mouse,Trackball Mouse,Zenith Digital,EA,1,1,1,0,128.50,128.50,5.00,6.42,7.5000,9.16,19.99,151.23,USD,Net 45,Visa,Authorized,INV-2025-002110,2025-08-18,WH-MIA-01,Z10-A27-R070-S03-B04,Z10,A27,R070,S03,B04,Kenneth Campbell,6147 Elm Rd,,Philadelphia,PA,19170,USA,FedEx,2-Day,FE57130723445,2025-08-23,2025-08-23,edi_user,2025-08-18 12:48:00,2025-08-26 14:22:00
SO-2025-002111,1,EXT-B2B-63700970,2025-12-13,Sales Order,Processing,B2B,Amazon,CUST-000086,Greg Ramirez,,greg.ramirez86@examplecustomer.com,(372) 305-2258,ROU-NOV-P954-BK-0247,ITM-000247,NovaVision P954-BK Mesh Router,Router,Mesh Router,NovaVision,EA,3,3,0,0,614.24,1842.72,10.00,184.27,8.2500,136.82,99.99,1895.26,USD,ACH Prepaid,PayPal,Pending,INV-2025-002111,2025-12-16,WH-MIA-01,Z14-A12-R082-S01-B03,Z14,A12,R082,S01,B03,Greg Ramirez,4016 Riverside Way,,Phoenix,AZ,85005,USA,DHL,2-Day,,2025-12-14,,shopify_api,2025-12-13 05:59:00,2025-12-18 15:21:00
SO-2025-002112,1,EXT-B2B-79269014,2025-05-17,Sales Order,Shipped,B2B,Shopify,CUST-000984,Ronald Young,,ronald.young984@examplecustomer.com,(598) 328-2364,MOU-NEX-R816-MAX-0114,ITM-000114,NextCom R816-MAX Trackball Mouse,Mouse,Trackball Mouse,NextCom,EA,1,1,1,0,26.55,26.55,0.00,0.00,7.0000,1.86,0.00,28.41,USD,COD,Visa,Pending,INV-2025-002112,2025-05-18,WH-MIA-01,Z03-A31-R093-S05-B04,Z03,A31,R093,S05,B04,Ronald Young,5489 Jefferson Rd,,Nashville,TN,37241,USA,USPS,Economy,US78627813119,2025-05-18,2025-05-21,shopify_api,2025-05-17 23:23:00,2025-05-24 13:58:00
SO-2025-002113,1,EXT-MAR-73402810,2025-08-21,Sales Order,Shipped,Marketplace,EDI,CUST-000368,Carol Carter 368,PO-876632,carol.carter368@examplecustomer.com,(237) 900-1579,COM-QUA-P982-WH-0901,ITM-000901,QuantumGear P982-WH Desktop PC,Computer,Desktop PC,QuantumGear,EA,2,2,2,0,3031.16,6062.32,0.00,0.00,7.5000,454.67,7.99,6524.98,USD,Credit Card,Visa,Refunded,INV-2025-002113,2025-08-24,WH-MIA-01,Z16-A20-R098-S03-B01,Z16,A20,R098,S03,B01,Carol Carter 368,4748 Magnolia St,,San Diego,CA,92117,USA,USPS,Ground,US36743034735,2025-08-22,2025-08-26,edi_user,2025-08-21 18:06:00,2025-08-30 23:24:00
SO-2025-002114,1,EXT-WHO-14702566,2025-10-02,Sales Order,Packed,Wholesale,Manual Entry,CUST-000161,Betty Anderson,PO-917694,betty.anderson161@examplecustomer.com,(803) 350-8054,COM-SIG-R197-PRO-0630,ITM-000630,SignalMax R197-PRO Mini PC,Computer,Mini PC,SignalMax,EA,1,1,0,0,2329.98,2329.98,0.00,0.00,0.0000,0.00,19.99,2349.97,USD,COD,Mastercard,Pending,INV-2025-002114,2025-10-04,WH-MIA-01,Z05-A36-R007-S06-B05,Z05,A36,R007,S06,B05,Betty Anderson,6815 Highland Rd,Dock 11,Houston,TX,77069,USA,XPO,Priority,XP86983731340,2025-10-03,2025-10-05,edi_user,2025-10-02 01:59:00,2025-10-05 18:42:00
SO-2025-002115,1,EXT-B2B-69557742,2025-02-28,Sales Order,Shipped,B2B,ERP,CUST-000409,Charles Tovar,PO-579559,charles.tovar409@examplecustomer.com,(374) 384-4544,STO-OMN-A602-MAX-0452,ITM-000452,OmniLink A602-MAX NAS Drive,Storage,NAS Drive,OmniLink,EA,1,1,1,0,458.02,458.02,0.00,0.00,8.7500,40.08,12.99,511.09,USD,Net 15,ACH,Paid,INV-2025-002115,2025-03-02,WH-MIA-01,Z13-A02-R020-S05-B03,Z13,A02,R020,S05,B03,Charles Tovar,6517 Biscayne Ter,,San Diego,CA,92125,USA,UPS,2-Day,UP99287798446,2025-03-01,2025-03-06,shopify_api,2025-02-28 00:35:00,2025-03-08 14:49:00
SO-2025-002116,1,EXT-E-C-66454822,2025-08-13,Sales Order,Processing,E-commerce,EDI,CUST-000356,Carol Allen 356,PO-164159,carol.allen356@examplecustomer.com,(612) 361-2348,KEY-VOL-A513-MAX-0351,ITM-000351,VoltEdge A513-MAX Wireless Keyboard,Keyboard,Wireless Keyboard,VoltEdge,EA,1,1,0,0,238.15,238.15,15.00,35.72,7.0000,14.17,19.99,236.59,USD,ACH Prepaid,ACH,Pending,INV-2025-002116,2025-08-15,WH-MIA-01,Z04-A33-R074-S02-B01,Z04,A33,R074,S02,B01,Carol Allen 356,135 Madison Way,,Orlando,FL,32819,USA,DHL,Economy,,2025-08-16,,mchen,2025-08-13 01:45:00,2025-08-16 07:54:00
SO-2025-002117,1,EXT-MAR-74161476,2025-09-15,Sales Order,Cancelled,Marketplace,Amazon,CUST-001045,Paul Brown,PO-772900,paul.brown1045@examplecustomer.com,(741) 393-6098,TV-VOL-A748-WH-0991,ITM-000991,VoltEdge A748-WH Smart TV,TV,Smart TV,VoltEdge,EA,4,0,0,0,2096.94,8387.76,0.00,0.00,6.0000,503.27,99.99,8991.02,USD,Net 45,Mastercard,Voided,,,WH-MIA-01,Z18-A27-R076-S07-B01,Z18,A27,R076,S07,B01,Paul Brown,8915 Pine Way,,Philadelphia,PA,19190,USA,Old Dominion,Priority,,2025-09-19,,jmartinez,2025-09-15 11:03:00,2025-09-21 00:11:00
SO-2025-002118,1,EXT-WHO-38987734,2025-06-04,Sales Order,Delivered,Wholesale,EDI,CUST-001167,Donna Clark 1167,,donna.clark1167@examplecustomer.com,(451) 481-2879,KEY-ZEN-R580-BK-0803,ITM-000803,Zenith Digital R580-BK Wireless Keyboard,Keyboard,Wireless Keyboard,Zenith Digital,EA,2,2,2,0,196.39,392.78,0.00,0.00,0.0000,0.00,0.00,392.78,USD,Credit Card,Amex,Invoiced,INV-2025-002118,2025-06-04,WH-MIA-01,Z13-A12-R045-S04-B05,Z13,A12,R045,S04,B05,Donna Clark 1167,5764 Lincoln Rd,,Tampa,FL,33700,USA,UPS,Standard Freight,UP80906540082,2025-06-06,2025-06-09,jmartinez,2025-06-04 13:00:00,2025-06-07 12:47:00
SO-2025-002119,1,EXT-RET-71044710,2025-07-24,Sales Order,Picked,Retail Store,Manual Entry,CUST-000774,Deborah Jackson 774,PO-318214,deborah.jackson774@examplecustomer.com,(888) 373-3994,COM-COR-X361-MAX-0365,ITM-000365,CoreByte X361-MAX Mini PC,Computer,Mini PC,CoreByte,EA,4,4,0,0,1891.80,7567.20,0.00,0.00,6.0000,454.03,19.99,8041.22,USD,Net 45,Visa,Authorized,INV-2025-002119,2025-07-25,WH-MIA-01,Z08-A15-R023-S06-B04,Z08,A15,R023,S06,B04,Deborah Jackson 774,7450 Elm Way,,Chicago,IL,60627,USA,Old Dominion,Priority,OL63307506659,2025-07-25,2025-07-27,mchen,2025-07-24 10:16:00,2025-08-03 00:10:00
SO-2025-002120,1,EXT-RET-46229736,2025-12-25,Sales Order,Cancelled,Retail Store,Amazon,CUST-000449,Deborah Anderson,PO-520214,deborah.anderson449@examplecustomer.com,(444) 587-7652,STO-QUA-P845-MAX-0397,ITM-000397,QuantumGear P845-MAX USB Flash Drive,Storage,USB Flash Drive,QuantumGear,EA,1,0,0,0,183.12,183.12,0.00,0.00,7.0000,12.82,49.99,245.93,USD,ACH Prepaid,Net Terms,Voided,,,WH-MIA-01,Z08-A01-R059-S05-B02,Z08,A01,R059,S05,B02,Deborah Anderson,5911 Maple Dr,,Los Angeles,CA,90081,USA,Old Dominion,2-Day,,2025-12-26,,shopify_api,2025-12-25 12:06:00,2025-12-29 20:31:00
SO-2025-002121,1,EXT-B2B-89209233,2025-12-17,Sales Order,Packed,B2B,ERP,CUST-000732,Kimberly Davis,PO-225062,kimberly.davis732@examplecustomer.com,(890) 239-6272,MOU-OMN-N745-MAX-0485,ITM-000485,OmniLink N745-MAX Ergonomic Mouse,Mouse,Ergonomic Mouse,OmniLink,EA,1,1,0,0,67.17,67.17,10.00,6.72,8.7500,5.29,12.99,78.73,USD,ACH Prepaid,ACH,Pending,INV-2025-002121,2025-12-20,WH-MIA-01,Z20-A24-R020-S02-B04,Z20,A24,R020,S02,B04,Kimberly Davis,9927 Pine St,,Fort Lauderdale,FL,33350,USA,XPO,Economy,XP13676683304,2025-12-20,2025-12-22,edi_user,2025-12-17 00:58:00,2025-12-19 19:15:00
SO-2025-002122,1,EXT-WHO-91827807,2025-06-27,Sales Order,Shipped,Wholesale,Manual Entry,CUST-000968,Donna Baker 968,PO-598984,donna.baker968@examplecustomer.com,(248) 283-2206,AUD-OMN-X881-SL-0032,ITM-000032,OmniLink X881-SL Soundbar,Audio,Soundbar,OmniLink,EA,1,1,1,0,141.42,141.42,20.00,28.28,8.2500,9.33,9.99,132.46,USD,ACH Prepaid,ACH,Paid,INV-2025-002122,2025-06-27,WH-MIA-01,Z01-A06-R003-S05-B02,Z01,A06,R003,S05,B02,Donna Baker 968,9725 Biscayne Way,,Atlanta,GA,30316,USA,DHL,2-Day,DH73709134295,2025-06-30,2025-06-29,edi_user,2025-06-27 11:15:00,2025-07-01 03:57:00
SO-2025-002123,1,EXT-MAR-69091484,2025-07-05,Sales Order,Packed,Marketplace,EDI,CUST-000602,Rosa Young 602,,rosa.young602@examplecustomer.com,(735) 980-3950,MOU-SIG-X184-WH-0141,ITM-000141,SignalMax X184-WH Trackball Mouse,Mouse,Trackball Mouse,SignalMax,EA,12,12,0,0,9.94,119.28,20.00,23.86,7.5000,7.16,99.99,202.57,USD,Net 15,Amex,Paid,INV-2025-002123,2025-07-06,WH-MIA-01,Z06-A05-R047-S04-B03,Z06,A05,R047,S04,B03,Rosa Young 602,984 Biscayne Ave,,Miami,FL,33137,USA,USPS,Overnight,US95871709524,2025-07-10,2025-07-11,edi_user,2025-07-05 15:14:00,2025-07-06 14:50:00
SO-2025-002124,1,EXT-B2B-42115732,2025-02-22,Sales Order,Processing,B2B,Manual Entry,CUST-000970,Rebecca Allen,PO-253849,rebecca.allen970@examplecustomer.com,(872) 452-6124,MON-SIG-N794-PRO-0185,ITM-000185,SignalMax N794-PRO LED Monitor,Monitor,LED Monitor,SignalMax,EA,2,2,0,0,1132.82,2265.64,10.00,226.56,8.7500,178.42,99.99,2317.49,USD,Net 30,ACH,Invoiced,INV-2025-002124,2025-02-24,WH-MIA-01,Z08-A14-R022-S02-B01,Z08,A14,R022,S02,B01,Rebecca Allen,7636 Flagler Way,,Houston,TX,77094,USA,DHL,Economy,,2025-02-25,,mchen,2025-02-22 03:58:00,2025-02-25 02:52:00
SO-2025-002125,1,EXT-WHO-75299461,2025-07-03,Sales Order,Shipped,Wholesale,Shopify,CUST-000034,Emily Williams,,emily.williams34@examplecustomer.com,(423) 758-6015,TV-VOL-G891-PLUS-0348,ITM-000348,VoltEdge G891-PLUS Smart TV,TV,Smart TV,VoltEdge,EA,10,10,10,0,1184.91,11849.10,0.00,0.00,6.0000,710.95,9.99,12570.04,USD,COD,Mastercard,Invoiced,INV-2025-002125,2025-07-03,WH-MIA-01,Z18-A05-R083-S02-B03,Z18,A05,R083,S02,B03,Emily Williams,4545 Cedar Rd,,Dallas,TX,75206,USA,Old Dominion,Priority,OL76528794014,2025-07-06,2025-07-10,system,2025-07-03 10:07:00,2025-07-05 10:24:00
SO-2025-002126,1,EXT-E-C-64042753,2025-01-04,Return Exchange,Delivered,E-commerce,Manual Entry,CUST-001092,Miguel Thompson,PO-653218,miguel.thompson1092@examplecustomer.com,(850) 453-6770,STO-NOV-G457-BK-0162,ITM-000162,NovaVision G457-BK External SSD,Storage,External SSD,NovaVision,EA,2,2,2,0,723.83,1447.66,0.00,0.00,8.2500,119.43,9.99,1577.08,USD,Net 45,ACH,Pending,INV-2025-002126,2025-01-07,WH-MIA-01,Z03-A11-R091-S01-B05,Z03,A11,R091,S01,B05,Miguel Thompson,8729 Pine Ter,Dock 11,Orlando,FL,32817,USA,USPS,Standard Freight,US45489072342,2025-01-05,2025-01-10,kpatel,2025-01-04 07:14:00,2025-01-09 09:53:00
